Date,Adj_Close
2010-02-28,0.0
2010-03-31,0.0
2010-04-30,0.0
2010-05-31,0.0
2010-06-30,0.0
2010-07-31,0.0
2010-08-31,0.0
2010-09-30,0.0
2010-10-31,0.04927499009959346
2010-11-30,0.04290107858894299
2010-12-31,-0.05459211393319863
2011-01-31,0.10710385360517827
2011-02-28,0.01777484003427454
2011-03-31,0.09822332353668806
2011-04-30,0.10004007649133184
2011-05-31,-0.027478101979996783
2011-06-30,0.08390394127454148
2011-07-31,0.0
2011-08-31,0.030429226089169426
2011-09-30,0.0
2011-10-31,0.0
2011-11-30,0.0
2011-12-31,0.0
2012-01-31,0.0
2012-02-29,0.12344769695730151
2012-03-31,0.06907658925688698
2012-04-30,0.06983388254166867
2012-05-31,-0.04199150505529625
2012-06-30,0.0
2012-07-31,0.09780518173814157
2012-08-31,0.055205849666997375
2012-09-30,0.01934079863015814
2012-10-31,-0.08529832405258886
2012-11-30,0.16233806325245848
2012-12-31,0.0
2013-01-31,0.11610612615329075
2013-02-28,0.04208903760747318
2013-03-31,-0.014711952195556988
2013-04-30,0.10275794842444874
2013-05-31,0.35773440122784406
2013-06-30,0.019599077848307278
2013-07-31,0.08885522776934707
2013-08-31,0.20134817061290322
2013-09-30,0.11472864193313193
2013-10-31,-0.05847959209466724
2013-11-30,-0.008647689743231268
2013-12-31,0.052932965557549005
2014-01-31,0.10893419665033366
2014-02-28,0.08259725800980666
2014-03-31,-0.13792656495623667
2014-04-30,0.038815085451348263
2014-05-31,0.07409739649269409
2014-06-30,0.15622224586091438
2014-07-31,-0.07137275827485778
2014-08-31,0.06033306799008753
2014-09-30,-0.0104329439401466
2014-10-31,0.06932048931078261
2014-11-30,-0.0774051451285862
2014-12-31,-0.01844574446764291
2015-01-31,-0.017376937378406065
2015-02-28,0.08169178476042882
2015-03-31,0.005945354819584248
2015-04-30,-0.04403394246514458
2015-05-31,0.03737447265452554
2015-06-30,-0.03517503358277829
2015-07-31,0.06697869351601682
2015-08-31,0.07149641398922268
2015-09-30,0.0
2015-10-31,0.0
2015-11-30,0.10040450954014712
2015-12-31,-0.025403946101003716
2016-01-31,-0.11370414430697284
2016-02-29,0.0
2016-03-31,0.0
2016-04-30,-0.021411999836856932
2016-05-31,0.27462684219546674
2016-06-30,0.07681846320467134
2016-07-31,0.25405362574362256
2016-08-31,0.08114874066742672
2016-09-30,0.029991760188583072
2016-10-31,0.04871038555604512
2016-11-30,0.26709563328294905
2016-12-31,0.20674484316688835
2017-01-31,-0.028177284049997642
2017-02-28,0.14796075264768027
2017-03-31,0.04587173565010039
2017-04-30,-0.062162063702074555
2017-05-31,0.09010927173332672
2017-06-30,-0.006350089447901053
2017-07-31,0.012240546045555245
2017-08-31,0.05508705477223397
2017-09-30,0.00028676938298377586
2017-10-31,0.11266363231582321
2017-11-30,0.033091026928042444
2017-12-31,-0.0911587944283887
2018-01-31,0.20687415477232451
2018-02-28,0.003358447795984265
2018-03-31,0.18091134958054256
2018-04-30,-0.005731710838295712
2018-05-31,0.23667071280947583
2018-06-30,0.1735873277739337
2018-07-31,-0.12469575242303077
2018-08-31,0.04583805905280336
2018-09-30,0.020863131569043514
2018-10-31,-0.2483039738197561
2018-11-30,0.0
2018-12-31,0.0
2019-01-31,0.0
2019-02-28,0.0
2019-03-31,0.24048834844924372
2019-04-30,-0.02062875205300785
2019-05-31,0.23988901013751596
2019-06-30,0.13457308868814755
2019-07-31,0.2891040246041532
2019-08-31,-0.05765244474030995
2019-09-30,-0.16457565208815328
2019-10-31,-0.009689708236199968
2019-11-30,0.05955770299736507
2019-12-31,0.06484790952959707
2020-01-31,0.06480351366124504
2020-02-29,0.3094091028552044
2020-03-31,-0.3493861601393742
2020-04-30,0.0
2020-05-31,0.22399676780284916
2020-06-30,0.1643479732309614
2020-07-31,0.25401008549917825
2020-08-31,0.2304346285657073
2020-09-30,0.1873039804747183
2020-10-31,-0.04882178274378024
2020-11-30,0.21333621004552272
2020-12-31,-0.3368284559857049
2021-01-31,0.09962751988523988
2021-02-28,-0.08096343125332606
2021-03-31,-0.10193267453443267
2021-04-30,-0.027478448592586413
2021-05-31,-0.005100410071528394
2021-06-30,0.10122473291847234
2021-07-31,0.12398853141520494
2021-08-31,0.1318294348067528
2021-09-30,-0.017489739102062973
2021-10-31,0.1703600056387562
2021-11-30,0.04088843427156674
2021-12-31,0.0038308976810659257
2022-01-31,-0.17230937210207697
2022-02-28,0.0
2022-03-31,0.0
2022-04-30,0.0
2022-05-31,0.0
2022-06-30,0.0
2022-07-31,0.0
2022-08-31,0.0
2022-09-30,0.0
2022-10-31,0.0
2022-11-30,0.0
2022-12-31,0.0
